STATE,DAY_WEEK,LIGHT,WEATHER,ROAD_TYPE,VEHICLES,PERSONS,DRUNK_DRIVERS,FATALSUM
25,7,1,1,2,2,3,1,1
25,4,5,1,2,1,1,0,1
25,4,1,10,2,1,1,0,2
25,1,3,10,2,1,1,1,1
25,7,3,1,2,1,2,1,3
25,6,2,1,1,1,5,0,1
25,4,5,10,2,1,1,0,1
25,4,3,1,2,2,6,1,2
25,3,3,1,2,2,2,2,1
25,1,1,1,2,2,2,1,1
25,3,4,10,2,1,1,0,1
25,7,2,2,2,1,2,0,1
25,6,1,10,2,1,1,1,1
25,7,2,1,2,1,2,0,1
25,4,1,1,2,2,3,0,3
25,5,1,2,2,1,1,0,1
25,2,2,98,2,2,5,1,5
25,1,3,1,2,2,3,0,1
25,1,1,10,2,1,1,0,1
25,1,3,2,2,1,1,0,1
25,7,1,2,2,2,2,0,1
25,7,3,2,2,2,3,1,2
25,6,3,1,2,1,3,1,3
25,6,1,1,1,1,1,0,1
25,6,6,98,2,1,2,0,1
25,1,1,10,2,2,3,0,2
25,1,1,2,2,1,2,0,2
25,5,2,1,2,1,2,1,1
25,1,3,2,2,1,5,1,1
25,3,1,10,2,1,4,0,1
25,6,1,1,2,4,6,1,1
25,1,1,1,2,1,1,1,1
25,5,5,98,1,1,2,1,2
25,4,2,1,2,2,2,0,1
25,1,3,10,2,2,3,0,1
25,1,3,1,2,1,1,0,3
25,4,4,98,2,1,1,0,1
25,1,5,1,2,2,4,0,1
25,3,3,1,2,1,2,0,3
25,7,2,1,2,1,6,1,1
25,1,3,1,2,1,6,1,1
25,1,6,1,2,1,1,0,1
25,6,3,10,2,1,1,1,1
25,3,1,10,2,1,3,0,1
25,1,3,98,2,2,3,1,1
25,5,1,1,2,1,2,0,1
25,3,3,2,2,1,1,0,1
25,5,2,1,2,2,2,1,1
25,6,6,1,2,1,1,1,1
25,4,1,2,1,1,1,0,1
25,5,5,2,2,3,3,1,1
25,3,3,1,2,2,2,1,1
25,3,6,2,1,1,1,1,1
25,5,3,2,2,2,1,0,1
25,5,3,1,2,4,4,0,1
25,2,1,1,2,2,2,1,1
25,6,3,1,2,1,3,1,3
25,7,2,1,2,1,2,1,2
25,1,3,10,2,1,5,0,1
25,2,1,2,2,1,1,0,1
25,4,3,1,2,2,2,1,1
25,3,4,1,2,2,2,0,1
25,1,2,5,2,1,1,1,1
25,1,2,1,2,1,3,1,2
25,5,2,1,2,1,2,0,3
25,1,2,1,2,1,2,0,1
25,4,2,1,2,2,2,1,1
25,6,3,1,2,2,4,1,3
25,7,3,2,2,1,1,0,1
25,2,1,1,2,3,4,0,1
25,4,1,1,2,3,5,0,2
25,2,3,1,2,1,2,1,1
25,4,1,98,2,2,2,0,1
25,4,1,1,2,4,8,0,3
25,3,3,1,2,3,3,0,2
25,5,3,10,2,1,1,0,1
25,6,3,1,2,2,3,0,1
25,3,3,1,2,2,3,1,1
25,4,6,98,2,1,1,0,1
25,2,1,2,2,2,3,0,1
25,2,1,10,2,4,8,0,2
25,1,2,10,2,1,1,1,1
25,5,2,98,2,1,1,0,1
25,3,5,4,2,1,1,0,1
25,2,1,4,2,1,2,0,1
25,3,3,1,2,3,3,1,1
25,5,3,1,2,2,3,1,2
25,1,2,1,2,1,1,1,1
25,7,3,10,2,2,2,1,1
25,6,1,1,2,1,1,1,1
25,7,2,2,2,1,1,0,1
25,6,1,1,2,1,3,0,1
25,2,3,1,2,2,2,0,1
25,7,3,1,2,2,2,0,1
26,6,2,4,1,1,1,0,1
26,6,3,1,2,1,5,1,2
26,6,2,10,2,1,1,1,1
26,1,3,10,1,1,1,0,1
26,4,3,1,2,1,2,0,3
26,6,3,1,2,4,4,1,1
26,7,3,10,2,1,1,0,4
26,7,2,2,2,2,3,0,1
26,2,2,1,1,2,3,0,2
26,1,1,4,2,1,1,0,1
26,3,1,4,2,3,3,0,1
26,4,3,4,2,5,5,0,1
26,3,3,10,2,1,1,0,3
26,1,2,4,2,2,2,1,1
26,1,1,4,1,2,3,1,1
26,6,2,10,1,2,2,0,1
26,1,1,4,2,5,11,0,2
26,6,1,10,1,2,2,0,3
26,2,1,10,1,2,5,0,1
26,5,2,10,1,1,2,1,3
26,3,1,1,2,1,1,0,4
26,4,1,10,2,3,4,0,2
26,1,2,10,2,1,2,0,2
26,7,2,10,1,1,1,0,3
26,4,1,10,1,2,2,0,1
26,6,1,10,2,2,4,0,1
26,5,1,10,1,1,1,0,3
26,2,5,1,1,2,3,0,1
26,5,2,10,1,1,2,1,3
26,6,2,10,2,2,2,1,1
26,1,2,10,2,1,1,0,2
26,6,3,1,2,1,1,0,8
26,3,3,1,2,3,5,0,1
26,4,5,4,2,2,3,1,2
26,1,2,4,1,2,6,0,1
26,7,3,1,1,2,3,0,1
26,7,2,10,1,2,3,1,1
26,5,1,10,2,1,1,0,6
26,6,1,2,1,2,2,0,1
26,5,2,10,2,2,2,0,1
26,6,2,1,1,2,3,0,1
26,5,3,1,2,1,1,0,5
26,5,3,10,2,1,1,0,1
26,6,1,1,6,1,1,0,2
26,2,1,10,1,3,1,1,1
26,2,2,1,1,1,1,0,6
26,2,1,10,2,2,2,0,3
26,2,5,1,1,2,4,0,1
26,3,3,2,2,1,2,0,2
26,5,4,4,1,2,4,0,2
26,4,3,10,2,2,3,1,1
26,6,2,10,1,1,1,1,2
26,4,2,2,1,1,1,1,1
26,7,2,10,1,1,4,1,1
26,7,1,1,1,1,2,1,1
26,5,2,1,2,1,3,1,1
26,5,2,4,1,2,6,0,1
26,3,2,4,2,3,4,0,1
26,3,1,4,1,2,3,0,2
26,5,1,4,1,1,1,0,2
26,3,2,4,2,2,3,0,1
26,1,1,10,2,3,5,0,1
26,7,1,1,2,1,1,0,9
26,5,5,1,2,2,2,0,1
26,2,6,99,1,1,1,1,1
26,6,5,4,1,1,1,0,1
26,4,1,1,1,1,1,0,7
26,2,3,1,2,2,4,1,1
26,5,2,10,1,2,2,0,2
26,4,2,4,1,2,2,0,1
26,6,2,4,1,2,6,1,2
26,7,2,1,2,2,2,1,1
26,7,2,1,1,1,2,0,2
26,3,2,10,2,1,1,0,2
26,7,2,4,2,1,2,1,2
26,5,1,1,2,1,1,0,7
26,3,1,10,2,1,1,0,8
26,1,1,1,1,2,4,0,5
26,1,3,1,2,1,3,1,2
26,7,3,1,2,2,5,0,1
26,7,1,1,2,2,6,0,3
26,4,1,4,2,3,10,0,1
26,2,1,4,1,1,1,0,1
26,3,1,1,1,1,1,0,5
26,3,3,1,2,1,1,0,4
26,4,5,10,2,2,3,0,2
26,7,1,1,2,2,3,0,6
26,7,2,1,2,2,3,0,1
26,1,3,1,2,1,1,1,6
26,1,1,1,2,1,1,0,8
26,2,1,10,2,2,3,0,3
26,2,2,10,2,1,1,0,2
26,7,5,1,2,2,5,0,1
26,2,1,1,2,1,1,0,4
26,1,3,1,2,1,4,0,1
26,2,2,4,2,1,1,0,1
26,4,3,1,2,2,3,0,4
26,6,2,4,2,1,1,0,1
26,1,1,4,1,1,1,0,1
26,6,2,2,1,1,1,1,1
26,2,1,10,2,7,11,0,3
26,4,1,1,1,2,3,0,4
26,6,3,1,2,1,2,0,3
26,7,2,1,2,3,3,2,1
26,4,1,10,1,1,1,0,1
26,5,2,10,2,2,3,0,1
26,2,1,10,2,3,1,0,1
26,3,1,1,1,2,3,0,2
26,5,1,1,1,1,3,0,1
26,6,3,2,2,2,2,0,1
26,3,1,4,2,3,4,0,2
26,1,5,10,2,2,7,0,2
26,6,1,10,2,1,1,0,2
26,6,1,1,1,1,1,0,10
26,6,1,10,1,1,1,0,3
26,6,3,4,2,2,3,0,1
26,7,3,1,2,2,6,1,1
26,2,3,1,2,2,3,1,3
26,5,1,1,2,1,2,0,1
26,6,1,1,1,1,1,1,3
26,2,3,1,2,3,2,1,1
26,3,3,1,2,1,2,0,2
26,2,1,1,1,2,3,0,4
26,5,3,1,2,3,4,1,1
26,6,1,1,2,2,3,0,3
26,6,2,10,2,1,1,0,1
26,4,1,4,1,2,2,0,1
26,7,1,1,2,2,4,1,2
26,3,2,10,1,1,1,0,1
26,5,2,2,1,1,1,1,1
26,4,1,1,2,2,3,0,2
26,4,1,6,1,1,2,0,1
26,7,3,4,2,1,2,0,2
26,5,3,10,2,3,4,0,1
26,7,1,1,1,2,3,0,2
26,7,2,1,1,1,3,1,1
26,3,2,1,1,1,2,1,1
26,3,1,1,1,2,2,0,4
26,5,3,2,1,1,1,0,1
26,2,1,99,2,2,5,0,1
26,6,1,4,1,2,4,0,1
26,5,2,2,2,2,3,1,1
26,6,1,1,2,4,10,2,1
26,6,1,10,1,1,1,1,1
26,4,3,2,2,1,1,1,1
26,7,2,2,1,2,3,1,1
26,5,2,10,1,1,1,0,1
26,4,9,99,6,1,1,0,1
26,7,3,2,2,1,5,0,3
26,6,1,10,2,2,2,0,4
26,6,1,1,2,1,4,1,1
26,3,3,1,2,3,3,0,1
26,6,1,4,1,2,2,0,1
26,6,2,2,1,2,2,0,1
26,1,1,4,1,1,2,0,1
26,5,2,2,2,6,5,0,1
26,1,3,10,2,4,2,0,1
26,2,1,10,1,2,2,0,3
26,1,2,3,1,1,1,1,1
26,1,2,1,2,1,5,0,1
26,7,2,4,2,2,2,0,2
26,7,3,1,2,2,2,1,1
26,2,2,1,2,1,3,0,2
26,1,3,1,1,1,1,1,1
26,4,2,1,2,1,1,0,6
26,7,3,1,2,2,4,1,2
26,1,2,1,2,1,1,1,5
26,7,1,1,2,2,3,0,6
26,5,1,2,1,1,1,0,1
26,7,1,10,2,2,2,1,1
26,1,2,1,1,1,1,1,5
26,6,1,1,2,2,2,0,11
26,3,5,1,1,1,2,0,1
26,1,1,1,1,2,3,1,2
26,1,2,1,1,1,2,1,3
26,7,1,1,2,1,2,1,3
26,1,2,10,2,2,2,1,1
26,1,2,1,1,2,2,2,1
26,1,1,1,2,1,2,1,1
26,1,1,1,2,2,2,1,1
26,2,1,1,1,2,2,1,3
26,1,1,1,1,1,1,0,8
26,2,3,1,2,1,1,1,2
26,4,1,1,2,1,1,1,1
26,4,3,1,2,2,2,1,2
26,7,1,1,2,2,2,0,6
26,7,2,1,2,2,2,0,2
26,3,1,1,2,2,3,0,3
26,6,2,1,1,2,2,1,1
26,2,1,1,1,2,4,0,1
26,5,2,1,2,2,2,0,1
26,3,4,1,1,2,3,0,1
26,7,1,1,1,1,2,0,2
26,3,5,1,2,2,3,0,1
26,6,2,1,1,1,1,0,2
26,5,2,2,1,1,1,0,1
26,7,3,2,2,2,3,1,1
26,4,3,1,2,1,1,1,1
26,5,2,2,2,1,3,1,1
26,6,3,1,2,1,1,0,8
26,3,1,10,2,2,2,0,7
26,3,1,10,1,1,1,1,1
26,6,3,10,2,2,2,0,1
26,6,3,10,2,2,4,1,1
26,5,1,10,1,2,3,0,1
26,2,1,1,2,3,4,0,1
26,2,1,1,1,1,2,0,5
26,4,2,2,2,2,2,0,2
26,3,1,10,2,1,2,0,1
26,6,2,1,2,2,1,0,2
26,5,1,10,1,2,5,0,1
26,3,1,10,2,3,4,0,1
26,1,1,2,2,1,1,0,1
26,1,1,10,1,2,4,0,3
26,7,3,1,2,1,4,1,2
26,3,1,1,1,2,4,0,3
26,1,1,1,1,2,2,0,2
26,4,3,1,9,3,3,0,1
26,1,1,1,2,2,3,0,4
26,6,1,1,1,2,4,1,1
26,5,1,1,1,1,1,0,2
26,1,3,1,2,2,5,0,3
26,4,2,10,2,1,1,1,1
26,4,2,10,1,2,4,1,1
26,1,2,1,2,1,2,1,1
26,4,1,10,2,1,1,0,2
26,2,5,1,1,2,2,0,1
26,2,1,10,2,1,1,0,2
26,7,2,2,1,2,4,2,1
26,3,2,1,1,1,1,1,3
26,5,3,1,2,1,1,1,1
26,7,2,10,2,1,1,0,2
26,5,1,1,1,2,3,0,7
26,4,3,1,2,2,3,1,1
26,2,3,1,2,2,3,1,3
26,3,3,1,2,3,5,1,1
26,6,3,10,2,1,1,0,2
26,7,1,1,1,1,1,1,4
26,5,3,2,2,1,4,0,2
26,5,5,10,2,1,3,1,1
26,2,1,1,2,2,2,0,8
26,5,9,99,2,1,1,0,1
26,5,1,1,2,2,2,0,3
26,5,1,3,1,1,1,0,1
26,4,1,1,1,2,5,1,1
26,7,3,1,2,1,2,1,2
26,1,1,4,2,2,6,0,1
26,5,1,1,2,2,3,0,8
26,6,1,1,1,2,3,0,4
26,3,1,1,2,2,2,0,7
26,1,1,1,1,1,2,0,1
26,6,2,1,1,2,2,0,1
26,3,3,1,1,1,1,1,1
26,7,1,1,1,2,3,2,1
26,6,3,10,2,1,5,0,1
26,7,1,1,1,1,1,0,5
26,5,1,10,2,2,9,0,1
26,1,1,1,2,2,2,0,4
26,4,1,1,1,2,2,0,2
26,7,3,1,2,1,1,0,7
26,7,1,10,2,1,1,0,3
26,7,3,2,2,1,1,0,1
26,1,3,1,2,2,4,1,2
26,5,3,2,2,2,2,0,1
26,6,1,1,2,1,1,0,4
26,4,1,1,2,2,6,0,1
26,4,1,2,2,2,3,0,1
26,4,2,10,1,1,1,1,1
26,6,1,1,2,2,4,0,1
26,6,1,1,1,2,3,0,4
26,6,2,10,2,2,3,0,1
26,2,1,8,2,3,4,0,2
26,1,2,99,2,1,2,1,1
26,5,2,1,1,2,2,1,1
26,5,1,1,2,2,3,0,8
26,5,1,1,1,2,4,0,2
26,1,3,2,2,2,4,0,1
26,1,2,5,1,2,2,1,2
26,7,1,1,2,1,3,0,1
26,6,5,1,2,2,2,0,1
26,2,1,10,2,3,3,0,1
26,6,2,1,2,5,6,0,1
26,6,1,1,1,2,2,0,5
26,1,5,10,1,1,1,1,1
26,5,1,1,2,3,4,0,1
26,2,2,10,1,2,2,0,1
26,3,1,1,1,1,2,1,2
26,7,1,2,2,2,3,0,2
26,7,4,1,2,1,1,1,1
26,6,2,8,1,1,2,0,2
26,5,1,1,2,2,4,0,1
26,7,1,1,2,1,2,1,3
26,7,1,1,2,3,4,0,2
26,7,1,1,1,2,4,0,5
26,5,1,1,1,1,1,1,2
26,6,3,1,2,2,1,0,1
26,7,1,10,1,1,1,1,2
26,1,9,1,1,1,2,1,1
26,4,2,5,1,1,1,0,1
26,3,1,1,2,2,4,0,4
26,3,1,1,2,2,6,0,2
26,6,2,1,2,1,1,0,4
26,4,1,1,2,2,4,1,1
26,7,1,1,2,2,1,0,1
26,4,2,1,2,1,1,0,6
26,6,1,1,2,3,4,0,1
26,1,1,1,1,2,4,0,5
26,1,1,1,1,2,3,0,4
26,5,3,10,2,2,3,1,1
26,7,2,1,1,1,1,1,2
26,7,2,99,1,1,1,1,1
26,5,2,1,1,1,2,1,2
26,7,3,1,2,2,3,1,2
26,1,2,1,2,1,1,0,2
26,2,3,1,2,1,1,0,4
26,5,1,1,1,2,3,0,7
26,7,3,1,2,1,1,1,2
26,4,2,1,2,2,2,0,1
26,2,1,1,2,2,3,0,2
26,5,1,1,2,3,10,0,1
26,3,1,1,2,2,4,0,4
26,5,2,1,1,1,1,0,1
26,4,5,1,1,1,1,0,1
26,3,1,10,2,1,1,0,8
26,5,1,1,2,4,5,0,1
26,2,2,10,1,1,2,1,1
26,6,3,1,2,1,4,1,2
26,7,2,2,1,1,2,1,1
26,2,3,10,2,1,1,0,1
26,2,2,1,2,1,1,1,2
26,2,1,1,2,1,2,0,1
26,1,9,99,1,1,1,1,1
26,7,1,1,2,2,4,0,1
26,2,1,1,2,3,3,0,1
26,2,1,1,2,1,1,1,1
26,2,2,1,1,2,2,0,1
26,4,1,1,2,7,12,0,1
26,7,1,1,1,2,4,0,5
26,5,1,10,2,2,5,0,1
26,7,2,1,1,1,4,1,2
26,7,4,1,1,2,3,0,1
26,7,5,1,2,1,1,0,1
26,3,3,2,2,1,1,0,1
26,6,1,1,1,1,6,0,1
26,6,2,1,2,1,2,0,2
26,1,5,1,1,1,1,1,1
26,7,1,10,2,3,2,0,1
26,4,1,1,2,2,2,0,7
26,2,1,1,1,2,3,0,4
26,6,1,1,1,2,3,1,1
26,4,3,1,2,1,1,0,9
26,3,2,1,1,2,6,0,1
26,2,2,1,1,1,1,1,1
26,7,3,1,2,2,5,1,1
26,6,3,1,1,1,4,1,1
26,7,1,10,1,1,1,0,3
26,4,1,1,1,2,7,1,1
26,6,4,1,1,3,3,0,1
26,7,3,10,2,1,2,1,1
26,4,4,1,1,1,1,0,1
26,4,1,1,2,3,6,0,1
26,7,3,1,2,1,3,0,1
26,7,2,2,1,2,2,0,1
26,6,2,1,1,1,2,1,2
26,4,1,1,2,1,1,0,3
26,3,1,1,6,1,1,0,1
26,1,3,1,2,2,3,0,1
26,4,1,1,2,3,3,0,1
26,7,1,2,1,2,2,0,1
26,2,2,1,2,1,1,0,3
26,1,1,10,1,1,1,0,1
26,3,1,1,1,1,1,1,1
26,7,4,1,2,2,3,1,1
26,6,1,1,1,2,4,0,2
26,5,1,10,2,3,5,0,2
26,7,3,1,1,1,1,0,2
26,7,3,1,2,2,4,2,1
26,1,1,1,2,3,3,0,1
26,2,1,1,1,2,2,0,3
26,3,2,1,1,1,2,0,1
26,3,3,1,2,1,1,1,3
26,5,1,1,1,2,3,1,2
26,7,1,1,1,2,6,0,2
26,7,2,1,1,2,3,2,2
26,5,1,10,2,3,3,0,1
26,1,3,10,2,3,5,1,1
26,2,3,1,2,2,6,0,1
26,3,1,1,1,2,3,1,3
26,5,1,10,1,2,4,0,1
26,6,1,10,2,1,1,1,1
26,6,1,2,2,1,2,0,1
26,1,2,2,2,1,1,1,2
26,2,1,1,2,2,5,0,1
26,4,4,1,1,2,2,0,1
26,5,1,10,1,2,2,1,1
26,7,1,10,1,1,5,0,3
26,1,3,1,2,2,5,1,1
26,3,1,1,2,1,1,1,2
26,5,2,1,2,1,1,0,4
26,7,1,2,2,2,2,0,1
26,2,1,1,1,1,1,0,2
26,6,3,1,2,2,3,0,2
26,4,4,10,2,2,2,0,1
26,3,3,1,2,1,4,0,1
26,3,3,1,2,2,2,0,1
26,1,1,10,1,2,4,0,3
26,7,1,2,1,1,1,1,1
26,7,2,10,2,1,1,1,2
26,4,2,10,1,2,2,0,1
26,1,4,10,2,1,1,1,1
26,1,1,1,2,3,5,0,1
26,6,5,1,1,2,6,0,1
26,1,2,1,2,1,2,0,2
26,7,2,10,2,2,1,0,1
26,2,3,10,2,2,3,1,1
26,6,2,1,1,1,1,1,2
26,1,3,1,2,2,4,0,1
26,6,1,1,2,1,4,0,1
26,1,3,1,2,3,4,0,1
26,7,3,1,2,2,2,0,2
26,4,1,1,2,1,6,0,1
26,5,3,10,2,2,2,0,2
26,3,1,10,2,4,7,0,1
26,1,1,10,2,1,1,0,1
26,2,1,1,1,3,3,0,4
26,2,1,1,1,2,6,0,2
26,7,2,1,1,1,2,1,1
26,7,3,1,2,2,3,0,1
26,1,1,1,1,2,7,0,1
26,2,2,1,2,2,2,0,1
26,5,2,1,2,1,2,0,2
26,3,1,1,2,1,3,0,2
26,4,3,10,2,1,2,0,2
26,4,3,1,1,2,2,0,1
26,5,1,10,1,2,2,0,1
26,4,5,10,1,1,1,1,1
26,4,2,1,1,2,3,2,1
26,1,2,1,2,2,2,1,1
26,6,2,5,2,1,1,1,1
26,3,3,10,2,2,2,0,1
26,1,1,1,2,2,6,0,1
26,3,2,1,1,3,5,0,1
26,1,1,1,2,1,2,0,1
26,3,1,1,2,3,5,0,1
26,1,2,1,1,2,7,2,1
26,6,3,10,2,2,6,1,1
26,2,1,1,1,3,3,0,4
26,7,1,1,1,2,5,0,1
26,2,3,1,2,1,2,0,3
26,6,3,1,2,2,2,0,1
26,5,2,2,1,2,2,0,1
26,7,1,1,2,2,5,0,2
26,7,1,1,1,2,2,2,1
26,1,3,1,2,2,2,2,1
26,7,2,1,2,2,4,1,2
26,5,3,1,2,1,2,1,1
26,2,3,10,2,2,2,0,1
26,2,1,1,1,4,5,0,1
26,4,2,10,2,2,2,0,2
26,6,3,10,2,2,7,0,1
26,4,4,10,1,2,2,0,1
26,5,1,10,1,1,1,1,1
26,6,1,2,1,2,3,0,2
26,5,1,1,2,2,3,1,1
26,6,3,2,2,1,3,0,1
26,6,1,2,1,3,4,0,1
26,7,1,1,2,2,3,1,1
26,7,9,99,2,1,2,0,1
26,3,2,1,1,1,1,0,4
26,1,3,1,2,1,3,0,1
26,6,2,2,2,3,6,0,1
26,3,3,1,2,1,3,1,1
26,6,2,2,2,1,1,1,1
26,5,1,1,1,1,2,0,1
26,4,2,10,1,2,3,0,1
26,6,3,2,2,1,1,0,1
26,6,2,2,2,1,1,0,1
26,2,2,10,1,1,1,0,1
26,6,1,2,2,3,4,0,1
26,7,2,1,2,4,4,0,1
26,7,1,1,2,3,3,0,1
26,7,3,5,2,1,1,0,1
26,5,3,5,2,2,4,0,1
26,6,1,1,1,1,1,0,10
26,7,2,1,2,2,6,0,1
26,1,1,1,1,2,5,0,1
26,3,3,1,2,2,4,1,1
26,4,2,2,1,2,2,0,1
26,7,5,10,2,1,1,0,1
26,2,3,10,2,1,3,0,1
26,3,2,1,2,1,1,0,3
26,1,3,10,2,1,1,1,2
26,7,2,1,2,1,1,0,2
26,2,1,1,2,3,2,0,1
26,6,2,5,1,1,2,0,1
26,3,2,1,1,2,2,0,2
26,7,2,1,1,1,1,0,1
26,6,3,2,2,2,3,0,1
26,7,2,2,1,1,1,0,1
26,5,4,10,1,1,1,0,1
26,3,2,10,2,1,1,1,1
26,5,2,10,2,1,1,1,1
26,7,1,10,2,1,4,0,1
26,1,3,10,2,2,2,0,1
26,2,2,1,2,2,4,0,2
26,1,3,2,2,1,2,0,1
26,4,1,2,1,2,2,0,1
26,1,2,10,1,1,1,0,1
26,7,1,1,1,2,2,1,1
26,2,5,1,2,1,2,0,1
26,7,3,1,1,1,2,1,2
26,1,1,10,2,1,1,1,1
26,2,1,10,2,2,4,0,1
26,6,3,10,2,3,5,0,1
26,2,3,1,2,2,2,0,1
26,4,1,5,1,1,1,0,1
26,2,2,1,1,1,2,0,1
26,5,2,10,1,1,4,1,3
26,5,3,2,2,1,1,0,2
26,2,2,1,2,1,7,0,1
26,2,4,10,2,1,1,0,1
26,6,3,1,2,1,2,1,1
26,7,3,10,2,1,2,0,1
26,4,3,10,2,1,1,0,1
26,6,2,2,1,2,4,1,1
26,1,1,1,1,2,3,0,4
26,2,5,1,1,1,1,1,1
26,4,5,2,2,1,1,0,1
26,2,1,10,1,1,4,1,1
26,1,2,1,2,2,2,0,1
26,1,1,1,1,4,4,0,1
26,1,5,1,2,2,4,0,1
26,3,1,1,1,2,5,0,2
26,4,3,2,2,1,1,0,4
26,4,2,5,1,2,4,1,2
26,1,3,1,2,2,3,1,1
26,4,1,10,1,2,4,1,1
26,6,1,10,1,2,3,0,1
26,7,1,1,2,2,7,0,1
26,5,3,1,2,2,2,0,1
26,6,1,1,1,3,3,0,1
26,6,3,1,2,2,2,1,1
26,1,3,1,2,3,3,0,1
26,7,2,1,2,3,3,1,1
26,4,3,10,1,2,2,1,1
26,1,3,1,2,2,5,0,3
26,1,2,1,1,1,5,0,1
26,3,1,1,1,5,7,0,2
26,1,2,5,1,2,2,0,1
26,4,3,10,1,1,1,0,1
26,5,2,10,1,1,1,1,2
26,6,2,10,2,1,2,0,1
26,5,1,1,2,2,5,0,2
26,5,3,1,1,1,1,1,1
26,6,5,1,2,1,1,0,1
26,7,1,1,2,1,2,0,1
26,1,1,1,1,3,6,1,1
26,3,2,5,1,2,2,0,2
26,4,2,1,1,2,2,0,1
26,1,2,10,2,1,2,1,1
26,1,2,10,1,1,1,1,1
26,6,5,1,1,2,4,0,2
26,5,3,1,2,3,5,0,1
26,7,1,4,1,2,3,0,1
26,6,2,1,2,1,1,1,1
26,4,1,10,2,2,2,0,1
26,7,1,4,1,2,4,0,3
26,5,1,10,2,1,3,0,1
26,4,1,2,2,1,2,0,1
26,2,1,10,1,2,2,0,3
26,2,5,2,1,2,3,0,1
26,3,1,1,1,3,3,0,1
26,4,2,4,1,1,1,0,1
26,2,3,2,2,2,4,0,1
26,4,1,4,1,2,4,0,1
26,5,3,1,2,1,2,0,1
26,3,1,10,2,2,3,0,1
26,1,3,1,2,1,1,0,3
26,1,3,1,2,2,2,0,1
26,1,2,2,2,1,2,1,1
26,4,5,1,2,2,3,0,1
26,1,5,1,2,1,1,0,1
26,2,3,2,2,1,1,0,1
26,4,1,1,1,1,1,1,1
26,7,2,10,1,1,2,1,1
26,1,1,4,1,2,3,0,2
26,3,5,1,2,1,1,0,1
26,2,1,10,1,1,1,0,2
26,1,2,10,2,2,5,0,1
26,3,3,1,2,2,1,1,1
26,1,2,4,1,1,1,0,1
26,2,1,10,1,1,0,0,1
26,3,3,10,2,2,2,1,1
26,2,1,10,2,3,4,0,1
26,3,2,2,2,1,1,0,1
26,1,1,4,1,2,7,0,2
26,1,1,4,1,2,2,0,1
26,3,3,10,2,3,3,2,1
26,7,2,1,1,1,5,1,1
26,5,1,4,2,2,2,0,1
26,7,1,4,1,2,5,0,1
26,5,1,4,1,2,2,1,1
26,5,3,1,2,2,2,1,2
26,5,3,10,2,1,1,1,1
26,7,1,10,1,2,3,0,1
26,7,1,4,2,2,7,0,1
26,5,5,4,1,1,2,0,1
26,2,2,1,2,3,3,1,1
26,5,2,5,1,1,1,0,1
26,2,1,1,2,2,2,1,1
26,4,2,2,2,1,1,0,1
26,6,2,2,1,1,2,0,1
26,5,1,4,1,3,4,0,3
26,5,1,10,2,2,2,0,1
26,5,2,4,1,2,2,0,1
26,4,3,1,2,2,1,0,1
26,3,5,10,2,1,1,0,1
26,7,1,4,2,2,3,0,1
26,7,1,4,1,2,4,0,3
26,6,3,10,2,1,1,1,1
26,2,1,1,1,2,6,1,2
26,3,5,4,1,2,4,1,2
26,7,2,10,1,1,1,1,1
26,5,2,4,1,2,3,0,1
26,7,3,4,1,2,4,2,1
26,7,2,10,1,2,7,0,2
26,5,3,1,2,2,8,0,1
26,3,3,1,2,2,3,0,1
26,7,3,2,2,3,3,1,1
26,3,1,1,2,3,3,0,1
26,7,3,10,2,2,2,0,1
26,4,1,1,6,1,1,0,1
26,2,3,2,2,3,5,1,1
26,5,1,4,2,3,2,0,1
26,5,2,1,2,1,4,1,1
26,4,2,10,1,1,1,0,1
26,4,1,2,1,2,3,0,1
26,3,1,1,1,2,3,1,3
26,5,2,2,1,2,3,1,1
27,6,2,1,2,1,1,1,1
27,3,1,1,2,2,2,0,3
27,4,1,10,1,3,5,0,1
27,4,1,1,1,2,2,0,3
27,2,1,10,2,2,2,0,2
27,4,2,4,1,2,3,0,1
27,3,1,1,1,2,3,0,4
27,4,3,10,2,3,4,1,1
27,3,2,6,1,1,1,1,1
27,1,2,1,1,2,2,1,2
27,1,4,1,1,2,5,0,1
27,4,3,4,2,2,4,1,1
27,4,2,11,1,2,3,0,2
27,6,1,1,1,2,3,0,2
27,6,1,10,1,2,4,0,2
27,6,3,8,2,2,2,0,1
27,1,1,10,1,2,4,0,2
27,1,2,10,2,1,1,1,1
27,5,1,10,2,2,3,1,1
27,5,1,1,2,2,2,0,4
27,2,2,10,1,2,3,0,2
27,5,2,1,1,2,2,1,2
27,7,3,10,1,2,2,0,1
27,7,2,2,2,2,3,0,1
27,3,1,4,2,2,2,0,1
27,3,1,4,2,1,1,0,1
27,6,3,10,1,2,2,0,1
27,6,4,1,1,2,3,0,3
27,7,1,10,1,1,1,0,5
27,3,5,1,2,1,3,0,1
27,4,1,1,2,1,1,0,3
27,4,1,10,2,1,1,1,1
27,7,2,1,2,1,1,1,2
27,1,3,4,2,2,4,0,1
27,1,2,4,1,1,7,0,1
27,2,1,3,1,2,2,0,1
27,3,3,10,2,1,1,0,1
27,4,2,10,1,2,2,1,2
27,5,1,11,1,2,2,0,1
27,6,1,1,2,1,1,0,1
27,3,2,1,2,1,1,0,1
